Date,Time,Exercise,Set,Weight,Reps,Note
14.02.22,12:11:18,Pulley Machine Row (seated),2,32,12,
14.02.22,12:11:19,Pulley Machine Row (seated),3,32,12,
14.02.22,12:11:20,Pulley Machine Lats Pullover (standing),1,14,15,"1 second up, 1 second down"
14.02.22,12:11:21,Pulley Machine Lats Pullover (standing),2,14,15,
14.02.22,12:11:22,Pulley Machine Lats Pullover (standing),3,14,12,
14.02.22,12:11:23,Dumbbell Biceps Hammer Curl (standing),1,9,12,"bro curls"""""
14.02.22,12:11:24,Dumbbell Biceps Hammer Curl (standing),2,9,10,
14.02.22,12:11:25,Dumbbell Biceps Hammer Curl (standing),3,9,10,
14.02.22,12:11:26,Dumbbell Biceps Curl (incline),1,6,12,Keep elbows back. Supinate.
14.02.22,12:11:27,Dumbbell Biceps Curl (incline),2,6,12,
12.02.22,13:24:41,Barbell Flat Bench Press,1,30,8,
12.02.22,13:24:42,Barbell Flat Bench Press,2,40,7,
12.02.22,13:24:43,Barbell Flat Bench Press,3,45,5,
12.02.22,13:24:44,Barbell Flat Bench Press,4,50,5,
12.02.22,13:24:45,Barbell Flat Bench Press,5,50,5,
12.02.22,13:24:46,Barbell Flat Bench Press,6,50,5,
12.02.22,13:24:47,Barbell Flat Bench Press,7,50,5,
12.02.22,13:24:48,Barbell Flat Bench Press,8,50,6,
12.02.22,13:24:49,Supported Machine Dips,1,50,8,
12.02.22,13:24:50,Supported Machine Dips,2,50,8,
12.02.22,13:24:51,Supported Machine Dips,3,50,8,
12.02.22,13:24:52,Smith Machine Shoulder Press (seated),1,30,10,
12.02.22,13:24:53,Smith Machine Shoulder Press (seated),2,40,6,
12.02.22,13:24:54,Smith Machine Shoulder Press (seated),3,40,5,
12.02.22,13:24:55,Smith Machine Shoulder Press (seated),4,40,5,
12.02.22,13:24:56,Pulley Machine Rope Triceps Press (standing),1,9,12,
12.02.22,13:24:57,Pulley Machine Rope Triceps Press (standing),2,9,13,
12.02.22,13:24:58,Pulley Machine Rope Triceps Press (standing),3,11,12,
12.02.22,13:24:59,Dumbbell Lateral Raise (standing),1,5,12,
12.02.22,13:25:00,Dumbbell Lateral Raise (standing),2,5,12,
12.02.22,13:25:01,Dumbbell Lateral Raise (standing),3,5,12,
08.02.22,16:13:27,Barbell Flat Bench Press,1,20,12,
08.02.22,16:13:28,Barbell Flat Bench Press,2,30,10,
08.02.22,16:13:29,Barbell Flat Bench Press,3,40,5,
08.02.22,16:13:30,Barbell Flat Bench Press,4,45,5,
08.02.22,16:13:31,Barbell Flat Bench Press,5,50,5,
08.02.22,16:13:32,Barbell Flat Bench Press,6,55,5,
08.02.22,16:13:33,Barbell Flat Bench Press,7,60,2,
08.02.22,16:13:34,Smith Machine Shoulder Press (seated),1,20,5,
08.02.22,16:13:35,Smith Machine Shoulder Press (seated),2,30,5,
08.02.22,16:13:36,Smith Machine Shoulder Press (seated),3,40,5,
08.02.22,16:13:37,Smith Machine Shoulder Press (seated),4,40,5,
08.02.22,16:13:38,Smith Machine Shoulder Press (seated),5,40,5,
08.02.22,16:13:39,Supported Machine Dips,1,0,3,
08.02.22,16:13:40,Supported Machine Dips,2,25,8,
08.02.22,16:13:41,Supported Machine Dips,3,32,5,
08.02.22,16:13:42,Dumbbell Lateral Raise (standing),1,5,12,
08.02.22,16:13:43,Dumbbell Lateral Raise (standing),2,5,10,
08.02.22,16:13:44,Dumbbell Lateral Raise (standing),3,5,10,
08.02.22,16:13:45,Pulley Machine Rope Triceps Press (standing),1,18,12,
08.02.22,16:13:46,Pulley Machine Rope Triceps Press (standing),2,23,12,
08.02.22,16:13:47,Pulley Machine Rope Triceps Press (standing),3,23,10,
07.02.22,12:08:43,Pull-ups| Overhand Medium Grip,1,0,6,
07.02.22,12:08:44,Pull-ups| Overhand Medium Grip,2,0,5,
07.02.22,12:08:45,Pull-ups| Overhand Medium Grip,3,0,3,
07.02.22,12:08:46,Pull-ups| Overhand Medium Grip,4,0,2,
07.02.22,12:08:47,Pull-ups| Overhand Medium Grip,5,0,2,
07.02.22,12:08:48,Pulley Machine Row (seated),1,32,10,
07.02.22,12:08:49,Pulley Machine Row (seated),2,32,10,
07.02.22,12:08:50,Pulley Machine Row (seated),3,32,7,
07.02.22,12:08:51,Pulley Machine Lats Pullover (standing),1,12.5,12,"1 second up, 1 second down"
07.02.22,12:08:52,Pulley Machine Lats Pullover (standing),2,12.5,12,
07.02.22,12:08:53,Pulley Machine Lats Pullover (standing),3,14.5,10,
07.02.22,12:08:54,Dumbbell Biceps Hammer Curl (standing),1,9,10,"bro curls"""""
07.02.22,12:08:55,Dumbbell Biceps Hammer Curl (standing),2,9,8,
07.02.22,12:08:56,Dumbbell Biceps Hammer Curl (standing),3,7,10,
05.02.22,14:34:00,Barbell Squats (standing),1,20,12,
05.02.22,14:34:01,Barbell Squats (standing),2,30,8,
05.02.22,14:34:02,Barbell Squats (standing),3,40,6,
05.02.22,14:34:03,Barbell Squats (standing),4,40,5,
05.02.22,14:34:04,Barbell Squats (standing),5,40,5,
05.02.22,14:34:05,Barbell Squats (standing),6,40,5,
05.02.22,14:34:06,Barbell Squats (standing),7,40,5,
05.02.22,14:34:07,Barbell Deadlift,1,50,5,
05.02.22,14:34:08,Machine Calf Raise (standing),1,10,12,
05.02.22,14:34:09,Machine Calf Raise (standing),2,10,12,
05.02.22,14:34:10,Machine Calf Raise (standing),3,10,12,
05.02.22,14:34:11,Machine Leg Extension (seated),1,32,12,
05.02.22,14:34:12,Machine Leg Extension (seated),2,32,12,
05.02.22,14:34:13,Machine Leg Extension (seated),3,32,12,
05.02.22,14:34:14,Knee Raise| Rest On Arms,1,,8,
05.02.22,14:34:15,Knee Raise| Rest On Arms,2,,7,
05.02.22,14:34:16,Knee Raise| Rest On Arms,3,,5,
05.02.22,14:34:17,Machine Crunch (seated),1,39,12,
05.02.22,14:34:18,Machine Crunch (seated),2,39,12,
05.02.22,14:34:19,Machine Crunch (seated),3,39,12,
04.02.22,12:47:20,Machine Shoulder Press (seated),1,18,12,
04.02.22,12:47:21,Machine Shoulder Press (seated),2,18,12,
04.02.22,12:47:22,Machine Shoulder Press (seated),3,23,12,
04.02.22,12:47:23,Supported Machine Dips,1,0,5,
04.02.22,12:47:24,Supported Machine Dips,2,0,5,
04.02.22,12:47:25,Supported Machine Dips,3,0,5,
04.02.22,12:47:26,Barbell Flat Bench Press,1,20,12,"Short pause on chest.

Add 1 set each week, until 5 sets. When 5 sets, increase weight by 2.5kgs and go back to 3 sets. Repeat."
04.02.22,12:47:27,Barbell Flat Bench Press,2,30,8,
04.02.22,12:47:28,Barbell Flat Bench Press,3,35,8,
04.02.22,12:47:29,Barbell Flat Bench Press,4,35,8,
04.02.22,12:47:30,Barbell Flat Bench Press,5,35,8,
04.02.22,12:47:31,EZ-Bar Triceps French Press (lying),1,10,10,
04.02.22,12:47:32,EZ-Bar Triceps French Press (lying),2,10,10,
04.02.22,12:47:33,EZ-Bar Triceps French Press (lying),3,10,10,
04.02.22,12:47:34,Single Arm Pulley Machine Lateral Raise (standing),1,4.5,8,
04.02.22,12:47:35,Single Arm Pulley Machine Lateral Raise (standing),2,1.5,12,
04.02.22,12:47:36,Single Arm Pulley Machine Lateral Raise (standing),3,1.5,12,
04.02.22,12:47:37,Pulley Machine Triceps Kickback (bent over),1,4.5,8,
04.02.22,12:47:38,Pulley Machine Triceps Kickback (bent over),2,4.5,5,
04.02.22,12:47:39,Pulley Machine Triceps Kickback (bent over),3,1.5,5,
30.01.22,12:30:52,Pulley Machine Face Pulls (standing),1,7.9,12,
30.01.22,12:30:53,Pulley Machine Face Pulls (standing),2,7.9,12,
30.01.22,12:30:54,Pulley Machine Face Pulls (standing),3,7.9,13,
30.01.22,12:30:55,Barbell Squats (standing),1,30,6,
30.01.22,12:30:56,Barbell Squats (standing),2,30,6,
30.01.22,12:30:57,Barbell Squats (standing),3,30,6,
30.01.22,12:30:58,Barbell Flat Bench Press,1,20,12,
30.01.22,12:30:59,Barbell Flat Bench Press,2,30,12,
30.01.22,12:31:00,Barbell Flat Bench Press,3,35,8,
30.01.22,12:31:01,Barbell Flat Bench Press,4,35,8,
30.01.22,12:31:02,Machine Calf Raise (standing),1,10,12,
30.01.22,12:31:03,Machine Calf Raise (standing),2,10,12,
30.01.22,12:31:04,Machine Calf Raise (standing),3,10,12,
30.01.22,12:31:05,Pulley Machine Row (seated),1,32,12,
30.01.22,12:31:06,Pulley Machine Row (seated),2,32,12,
30.01.22,12:31:07,Pulley Machine Row (seated),3,32,8,
11.01.22,11:52:39,Pull-ups| Overhand Medium Grip,1,0,6,
11.01.22,11:52:40,Pull-ups| Overhand Medium Grip,2,0,5,
11.01.22,11:52:41,Pull-ups| Overhand Medium Grip,3,0,4,
11.01.22,11:52:42,Pull-ups| Overhand Medium Grip,4,0,3,
11.01.22,11:52:43,Barbell Bench Press (incline),1,30,10,
11.01.22,11:52:44,Barbell Bench Press (incline),2,30,10,
11.01.22,11:52:45,Barbell Bench Press (incline),3,30,10,
11.01.22,11:52:46,Leverage Machine Row (seated),1,32,12,
11.01.22,11:52:47,Leverage Machine Row (seated),2,32,8,
11.01.22,11:52:48,Leverage Machine Row (seated),3,32,8,
11.01.22,11:52:49,Machine Leg Extension (seated),1,32,12,
11.01.22,11:52:50,Machine Leg Extension (seated),2,32,12,
11.01.22,11:52:51,Machine Leg Extension (seated),3,32,12,
11.01.22,11:52:52,Pulley Machine Triceps Press (standing),1,14,12,
11.01.22,11:52:53,Pulley Machine Triceps Press (standing),2,14,12,
11.01.22,11:52:54,Pulley Machine Triceps Press (standing),3,14,10,
11.01.22,11:52:55,Reverse Machine Flys (seated),1,25,12,
03.01.22,18:04:55,Pulley Machine Pulldown To Chest| Wide Grip (seated),1,39,8,
03.01.22,18:04:56,Pulley Machine Pulldown To Chest| Wide Grip (seated),2,39,8,
03.01.22,18:04:57,Pulley Machine Pulldown To Chest| Wide Grip (seated),3,39,10,
03.01.22,18:04:58,Barbell Flat Bench Press,1,30,10,
03.01.22,18:04:59,Barbell Flat Bench Press,2,35,8,
03.01.22,18:05:00,Barbell Flat Bench Press,3,35,8,
03.01.22,18:05:01,Barbell Shoulder Press (standing),1,20,8,
03.01.22,18:05:02,Barbell Shoulder Press (standing),2,20,8,
03.01.22,18:05:03,Barbell Shoulder Press (standing),3,20,8,
03.01.22,18:05:04,Scott Machine Biceps Curl (seated),1,23,12,
03.01.22,18:05:05,Scott Machine Biceps Curl (seated),2,23,10,
03.01.22,18:05:06,Scott Machine Biceps Curl (seated),3,18,10,
03.01.22,18:05:07,Single Arm Pulley Machine Lateral Raise (standing),1,4.5,12,
03.01.22,18:05:08,Single Arm Pulley Machine Lateral Raise (standing),2,4.5,12,
03.01.22,18:05:09,Single Arm Pulley Machine Lateral Raise (standing),3,4.5,10,
30.12.21,17:57:11,Barbell Squats (standing),1,30,6,
30.12.21,17:57:12,Barbell Squats (standing),2,30,6,
30.12.21,17:57:13,Barbell Squats (standing),3,30,6,
30.12.21,17:57:14,Barbell Romanian Deadlift,1,20,10,
30.12.21,17:57:15,Barbell Romanian Deadlift,2,20,10,
30.12.21,17:57:16,Barbell Romanian Deadlift,3,20,10,
30.12.21,17:57:17,Barbell Flat Bench Press,1,30,10,
30.12.21,17:57:18,Barbell Flat Bench Press,2,30,10,
30.12.21,17:57:19,Barbell Flat Bench Press,3,30,10,
30.12.21,17:57:20,Barbell Flat Bench Press,4,35,10,
30.12.21,17:57:21,Pulley Machine Face Pulls (standing),1,10,12,
30.12.21,17:57:22,Pulley Machine Face Pulls (standing),2,10,12,
30.12.21,17:57:23,Pulley Machine Face Pulls (standing),3,10,12,
30.12.21,17:57:24,Machine Calf Raise (standing),1,10,12,
30.12.21,17:57:25,Machine Calf Raise (standing),2,10,14,
30.12.21,17:57:26,Machine Calf Raise (standing),3,10,12,
30.12.21,17:57:27,Pulley Machine Row (seated),1,32,12,
30.12.21,17:57:28,Pulley Machine Row (seated),2,32,13,
30.12.21,17:57:29,Pulley Machine Row (seated),3,32,10,
26.12.21,11:13:14,Pull-ups| Overhand Medium Grip,1,0,6,
26.12.21,11:13:15,Pull-ups| Overhand Medium Grip,2,0,5,
26.12.21,11:13:16,Pull-ups| Overhand Medium Grip,3,0,4,
26.12.21,11:13:17,Pull-ups| Overhand Medium Grip,4,0,4,
26.12.21,11:13:18,Pull-ups| Overhand Medium Grip,5,0,3,
26.12.21,11:13:19,Barbell Bench Press (incline),1,30,8,
26.12.21,11:13:20,Barbell Bench Press (incline),2,30,8,
26.12.21,11:13:21,Barbell Bench Press (incline),3,30,8,
26.12.21,11:13:22,Leverage Machine Row (seated),1,32,10,
26.12.21,11:13:23,Leverage Machine Row (seated),2,32,8,
26.12.21,11:13:24,Leverage Machine Row (seated),3,32,10,
23.12.21,11:10:52,Barbell Flat Bench Press,1,30,8,
23.12.21,11:10:53,Barbell Flat Bench Press,2,30,8,
23.12.21,11:10:54,Barbell Flat Bench Press,3,35,8,
23.12.21,11:10:55,Pulley Machine Pulldown To Chest| Wide Grip (seated),1,39,8,
23.12.21,11:10:56,Pulley Machine Pulldown To Chest| Wide Grip (seated),2,39,8,
23.12.21,11:10:57,Pulley Machine Pulldown To Chest| Wide Grip (seated),3,39,10,
23.12.21,11:10:58,Barbell Shoulder Press (standing),1,20,8,
23.12.21,11:10:59,Barbell Shoulder Press (standing),2,20,8,
23.12.21,11:11:00,Barbell Shoulder Press (standing),3,20,8,
23.12.21,11:11:01,Barbell Squats (standing),1,30,6,
23.12.21,11:11:02,Machine Leg Curl (seated),1,32,12,
23.12.21,11:11:03,Machine Leg Curl (seated),2,39,8,
23.12.21,11:11:04,Machine Leg Curl (seated),3,39,15,
23.12.21,11:11:05,Scott Machine Biceps Curl (seated),1,18,12,
23.12.21,11:11:06,Scott Machine Biceps Curl (seated),2,18,10,
23.12.21,11:11:07,Scott Machine Biceps Curl (seated),3,18,10,
23.12.21,11:11:08,Single Arm Pulley Machine Lateral Raise (standing),1,4.5,8,
23.12.21,11:11:09,Single Arm Pulley Machine Lateral Raise (standing),2,4.5,8,
23.12.21,11:11:10,Single Arm Pulley Machine Lateral Raise (standing),3,4.5,8,
21.12.21,11:08:01,Barbell Squats (standing),1,30,6,
21.12.21,11:08:02,Barbell Squats (standing),2,30,6,
21.12.21,11:08:03,Barbell Squats (standing),3,30,6,
21.12.21,11:08:04,Machine Leg Curl (prone),1,23,12,
21.12.21,11:08:05,Machine Leg Curl (prone),2,23,12,
21.12.21,11:08:06,Machine Leg Curl (prone),3,23,12,
21.12.21,11:08:07,Barbell Flat Bench Press,1,30,8,
21.12.21,11:08:08,Barbell Flat Bench Press,2,30,8,
21.12.21,11:08:09,Barbell Flat Bench Press,3,30,12,
21.12.21,11:08:10,Pulley Machine Row (seated),1,25,12,
21.12.21,11:08:11,Pulley Machine Row (seated),2,32,12,
21.12.21,11:08:12,Pulley Machine Row (seated),3,32,12,
21.12.21,11:08:13,Pulley Machine Face Pulls (standing),1,7.9,12,
21.12.21,11:08:14,Pulley Machine Face Pulls (standing),2,7.9,12,
21.12.21,11:08:15,Pulley Machine Face Pulls (standing),3,7.9,12,
19.12.21,11:10:35,Pull-ups| Overhand Medium Grip,1,0,6,
19.12.21,11:10:36,Pull-ups| Overhand Medium Grip,2,0,5,
19.12.21,11:10:37,Pull-ups| Overhand Medium Grip,3,0,4,
19.12.21,11:10:38,Pull-ups| Overhand Medium Grip,4,0,3,
19.12.21,11:10:39,Pull-ups| Overhand Medium Grip,5,0,3,
19.12.21,11:10:40,Leverage Machine Row (seated),1,32,8,
19.12.21,11:10:41,Leverage Machine Row (seated),2,32,8,
19.12.21,11:10:42,Leverage Machine Row (seated),3,32,8,
19.12.21,11:10:43,Machine Leg Extension (seated),1,32,10,
19.12.21,11:10:44,Machine Leg Extension (seated),2,32,10,
19.12.21,11:10:45,Machine Leg Extension (seated),3,32,10,
19.12.21,11:10:46,Barbell Bench Press (incline),1,30,10,
19.12.21,11:10:47,Barbell Bench Press (incline),2,30,8,
19.12.21,11:10:48,Barbell Bench Press (incline),3,30,8,
19.12.21,11:10:49,Pulley Machine Triceps Press (standing),1,14,12,
19.12.21,11:10:50,Pulley Machine Triceps Press (standing),2,14,12,
19.12.21,11:10:51,Pulley Machine Triceps Press (standing),3,14,12,
19.12.21,11:10:52,Reverse Machine Flys (seated),1,25,12,
19.12.21,11:10:53,Reverse Machine Flys (seated),2,25,12,
19.12.21,11:10:54,Reverse Machine Flys (seated),3,25,12,
16.12.21,11:45:44,Barbell Flat Bench Press,1,35,8,
16.12.21,11:45:45,Barbell Flat Bench Press,2,35,8,
16.12.21,11:45:46,Barbell Flat Bench Press,3,35,8,
16.12.21,11:45:47,Pulley Machine Pulldown To Chest| Wide Grip (seated),1,32,12,
16.12.21,11:45:48,Pulley Machine Pulldown To Chest| Wide Grip (seated),2,39,8,
16.12.21,11:45:49,Pulley Machine Pulldown To Chest| Wide Grip (seated),3,39,8,
16.12.21,11:45:50,Barbell Shoulder Press (standing),1,20,8,
16.12.21,11:45:51,Barbell Shoulder Press (standing),2,20,8,
16.12.21,11:45:52,Barbell Shoulder Press (standing),3,20,6,
16.12.21,11:45:53,Barbell Squats (standing),1,30,6,
28.10.21,20:02:24,Barbell Flat Bench Press,1,45,8,"Short pause on chest.

Add 1 set each week, until 5 sets. When 5 sets, increase weight by 2.5kgs and go back to 3 sets. Repeat."
28.10.21,20:02:25,Barbell Flat Bench Press,2,45,8,
28.10.21,20:02:26,Barbell Flat Bench Press,3,45,8,
28.10.21,20:02:27,Barbell Flat Bench Press,4,45,8,
28.10.21,20:02:28,Barbell Flat Bench Press,5,40,10,
28.10.21,20:02:29,Machine Shoulder Press (seated),1,18,12,
28.10.21,20:02:30,Machine Shoulder Press (seated),2,18,12,
28.10.21,20:02:31,Machine Shoulder Press (seated),3,18,12,
28.10.21,20:02:32,EZ-Bar Triceps French Press (lying),1,10,10,
28.10.21,20:02:33,EZ-Bar Triceps French Press (lying),2,10,10,
28.10.21,20:02:34,EZ-Bar Triceps French Press (lying),3,10,10,
28.10.21,20:02:35,Single Arm Pulley Machine Lateral Raise (standing),1,3.4,12,
28.10.21,20:02:36,Single Arm Pulley Machine Lateral Raise (standing),2,3.4,12,
28.10.21,20:02:37,Single Arm Pulley Machine Lateral Raise (standing),3,1.7,20,
28.10.21,20:02:38,Pulley Machine Triceps Kickback (bent over),1,1.7,20,
28.10.21,20:02:39,Pulley Machine Triceps Kickback (bent over),2,1.7,20,
28.10.21,20:02:40,Pulley Machine Triceps Kickback (bent over),3,1.7,20,
28.10.21,20:02:41,Supported Machine Dips,1,23,12,
28.10.21,20:02:42,Supported Machine Dips,2,23,12,
26.10.21,10:54:44,Barbell Squats (standing),1,20,10,
26.10.21,10:54:45,Barbell Squats (standing),2,25,5,
26.10.21,10:54:46,Barbell Squats (standing),3,35,4,
26.10.21,10:54:47,Barbell Squats (standing),4,45,3,
26.10.21,10:54:48,Barbell Squats (standing),5,50,2,
26.10.21,10:54:49,Barbell Squats (standing),6,55,4,
26.10.21,10:54:50,Barbell Squats (standing),7,55,4,
26.10.21,10:54:51,Barbell Squats (standing),8,55,4,
26.10.21,10:54:52,Machine Leg Press (incline),1,0,15,
26.10.21,10:54:53,Machine Leg Press (incline),2,0,15,
26.10.21,10:54:54,Machine Leg Press (incline),3,0,15,
26.10.21,10:54:55,Machine Leg Curl (seated),1,32,12,
26.10.21,10:54:56,Machine Leg Curl (seated),2,39,12,
26.10.21,10:54:57,Machine Leg Curl (seated),3,45,15,
26.10.21,10:54:58,Machine Leg Curl (seated),4,18,12,
26.10.21,10:54:59,Machine Leg Extension (seated),1,32,12,Set chair back and control the eccentric. 
26.10.21,10:55:00,Machine Leg Extension (seated),2,32,12,
26.10.21,10:55:01,Machine Leg Extension (seated),3,32,12,
26.10.21,10:55:02,Machine Calf Raise (standing),1,10,12,
26.10.21,10:55:03,Machine Calf Raise (standing),2,10,12,
26.10.21,10:55:04,Machine Calf Raise (standing),3,10,12,
24.10.21,11:02:10,Pull-ups| Overhand Medium Grip,1,0,6,
24.10.21,11:02:11,Pull-ups| Overhand Medium Grip,2,0,6,
24.10.21,11:02:12,Pull-ups| Overhand Medium Grip,3,0,6,
24.10.21,11:02:13,Pulley Machine Row (seated),1,32,12,
24.10.21,11:02:14,Pulley Machine Row (seated),2,32,12,
24.10.21,11:02:15,Pulley Machine Row (seated),3,32,12,
24.10.21,11:02:16,Pulley Machine Lats Pullover (standing),1,9,15,"1 second up, 1 second down"
24.10.21,11:02:17,Pulley Machine Lats Pullover (standing),2,9,15,
24.10.21,11:02:18,Pulley Machine Lats Pullover (standing),3,14,15,
24.10.21,11:02:19,Dumbbell Biceps Hammer Curl (standing),1,9,10,"bro curls"""""
24.10.21,11:02:20,Dumbbell Biceps Hammer Curl (standing),2,9,10,
24.10.21,11:02:21,Dumbbell Biceps Hammer Curl (standing),3,9,10,
24.10.21,11:02:22,Dumbbell Biceps Curl (incline),1,6,15,Keep elbows back. Supinate.
24.10.21,11:02:23,Dumbbell Biceps Curl (incline),2,6,15,
24.10.21,11:02:24,Barbell Flat Bench Press,1,50,8,"Short pause on chest.

Add 1 set each week, until 5 sets. When 5 sets, increase weight by 2.5kgs and go back to 3 sets. Repeat."
24.10.21,11:02:25,Barbell Flat Bench Press,2,50,8,
24.10.21,11:02:26,Barbell Flat Bench Press,3,50,6,
24.10.21,11:02:27,Barbell Flat Bench Press,4,50,6,
24.10.21,11:02:28,Machine Shoulder Press (seated),1,18,12,
24.10.21,11:02:29,Machine Shoulder Press (seated),2,18,12,
24.10.21,11:02:30,Machine Shoulder Press (seated),3,18,12,
24.10.21,11:02:31,Supported Machine Dips,1,50,12,
24.10.21,11:02:32,Supported Machine Dips,2,50,12,
24.10.21,11:02:33,Supported Machine Dips,3,50,12,
24.10.21,11:02:34,EZ-Bar Triceps French Press (lying),1,10,10,
24.10.21,11:02:35,EZ-Bar Triceps French Press (lying),2,10,10,
24.10.21,11:02:36,EZ-Bar Triceps French Press (lying),3,10,10,
24.10.21,11:02:37,Single Arm Pulley Machine Lateral Raise (standing),1,4.5,12,
24.10.21,11:02:38,Single Arm Pulley Machine Lateral Raise (standing),2,4.5,12,
24.10.21,11:02:39,Single Arm Pulley Machine Lateral Raise (standing),3,4.5,12,
24.10.21,11:02:40,Pulley Machine Triceps Kickback (bent over),1,4.5,10,
24.10.21,11:02:41,Pulley Machine Triceps Kickback (bent over),2,4.5,10,
24.10.21,11:02:42,Pulley Machine Triceps Kickback (bent over),3,4.5,15,
22.10.21,17:52:45,Barbell Squats (standing),1,20,10,
22.10.21,17:52:46,Barbell Squats (standing),2,25,5,
22.10.21,17:52:47,Barbell Squats (standing),3,35,4,
22.10.21,17:52:48,Barbell Squats (standing),4,45,3,
22.10.21,17:52:49,Barbell Squats (standing),5,50,2,
22.10.21,17:52:50,Barbell Squats (standing),6,55,4,
22.10.21,17:52:51,Barbell Squats (standing),7,55,4,
22.10.21,17:52:52,Barbell Squats (standing),8,55,4,
22.10.21,17:52:53,Barbell Romanian Deadlift,1,20,10,
22.10.21,17:52:54,Barbell Romanian Deadlift,2,20,10,
22.10.21,17:52:55,Barbell Romanian Deadlift,3,20,10,
22.10.21,17:52:56,Machine Leg Press (incline),1,0,15,
22.10.21,17:52:57,Machine Leg Press (incline),2,0,15,
22.10.21,17:52:58,Machine Leg Press (incline),3,0,15,
22.10.21,17:52:59,Machine Leg Extension (seated),1,30,12,Set chair back and control the eccentric. 
22.10.21,17:53:00,Machine Leg Extension (seated),2,35,12,
22.10.21,17:53:01,Machine Leg Extension (seated),3,40,12,
22.10.21,17:53:02,Machine Leg Curl (seated),1,30,12,
22.10.21,17:53:03,Machine Leg Curl (seated),2,30,12,
22.10.21,17:53:04,Machine Leg Curl (seated),3,30,5,
22.10.21,17:53:05,Machine Calf Raise (standing),1,10,12,
22.10.21,17:53:06,Machine Calf Raise (standing),2,10,12,
22.10.21,17:53:07,Machine Calf Raise (standing),3,10,12,
21.10.21,11:09:34,Pulley Machine Pulldown To Chest| Wide Grip (seated),1,39,12,"1.wide
2. normal
3. reverse close"
21.10.21,11:09:35,Pulley Machine Pulldown To Chest| Wide Grip (seated),2,39,11,
21.10.21,11:09:36,Pulley Machine Pulldown To Chest| Wide Grip (seated),3,39,11,
21.10.21,11:09:37,Leverage Machine Row (seated),1,32,12,Let shoulders come all the way forward.
21.10.21,11:09:38,Leverage Machine Row (seated),2,32,12,
21.10.21,11:09:39,Leverage Machine Row (seated),3,32,12,
21.10.21,11:09:40,Pulley Machine Face Pulls (standing),1,18,12,"down to up (slightly, not too much)
shoulders rotate out
pull towards forehead
thumbs facing you
knuckles facing up"
21.10.21,11:09:41,Pulley Machine Face Pulls (standing),2,23,12,
21.10.21,11:09:42,Pulley Machine Face Pulls (standing),3,23,15,
21.10.21,11:09:43,Dumbbell Shrugs (standing),1,8,12,
21.10.21,11:09:44,Dumbbell Shrugs (standing),2,8,15,
21.10.21,11:09:45,Dumbbell Shrugs (standing),3,8,15,
21.10.21,11:09:46,Reverse Machine Flys (seated),1,25,12,"first 2 sets, don't pull shoulder blades together

last 2 sets, help with mid traps"
21.10.21,11:09:47,Reverse Machine Flys (seated),2,25,10,
21.10.21,11:09:48,Reverse Machine Flys (seated),3,25,12,
21.10.21,11:09:49,Reverse Machine Flys (seated),4,25,10,
21.10.21,11:09:50,Reverse Barbell Forearm Curl (standing),1,15,10,
21.10.21,11:09:51,Reverse Barbell Forearm Curl (standing),2,15,10,
21.10.21,11:09:52,Reverse Barbell Forearm Curl (standing),3,15,10,
21.10.21,11:09:53,Barbell Biceps Curl (standing),1,15,10,
21.10.21,11:09:54,Barbell Biceps Curl (standing),2,15,10,
21.10.21,11:09:55,Barbell Biceps Curl (standing),3,15,10,
20.10.21,10:51:50,Barbell Shoulder Press (standing),1,20,4,
20.10.21,10:51:51,Barbell Shoulder Press (standing),2,25,4,
20.10.21,10:51:52,Barbell Shoulder Press (standing),3,25,4,
20.10.21,10:51:53,Barbell Shoulder Press (standing),4,25,5,
20.10.21,10:51:54,Barbell Shoulder Press (standing),5,25,6,
20.10.21,10:51:55,Barbell Flat Bench Press| Close Grip,1,35,10,
20.10.21,10:51:56,Barbell Flat Bench Press| Close Grip,2,35,10,
20.10.21,10:51:57,Barbell Flat Bench Press| Close Grip,3,40,10,
20.10.21,10:51:58,Pulley Machine Crossover (standing),1,5,12,low to high
20.10.21,10:51:59,Pulley Machine Crossover (standing),2,7.5,12,
20.10.21,10:52:00,Pulley Machine Crossover (standing),3,7.5,10,
20.10.21,10:52:01,Pulley Machine Crossover (standing),4,2.5,12,
20.10.21,10:52:02,Pulley Machine Rope Triceps Press (standing),1,7.5,12,overhead (not triceps pushdown!)
